PRG,County,Use,Address,City,State,TAX ID ,Tax ID ,Map/ Grid/ Parcel,Legal Desc.,Grantor,Grantee,Sale Date,Deed,Property Rights,Conditions at Sale,Time on Market,Sale Price,Price/GBA,Vacancy,NOI,CAP RATE,LAND SIZE (SF),GBA (SF),YEAR BUILT,Parking,Zone,Utilities,APT ONLY,APT ONLY,APT ONLY,APT ONLY,Comments
01-2022-40710-006,Washington,Office Condo,"11236 Robinwood Drive, Unit 8",Hagerstown,MD,18,66655,50/ 15/ 1373,Varsity Medical Center Condominiums,Von Lee Enterprises LLC,Varsity Professional Center LLC,6/9/2021,6654/ 196,Leased Fee,Arms-Length,Unknown,"$400,000.00 ",$299.63 ,0.00%,Unknown,Unknown,"1,335","1,335",2010,Onsite parking available,BT,All available,,,,,"Property is an office condominium unit has a total of 1,335 square feet of demised condominium area.  The unit overall is in good condition.  According to Washington County records, the unit was built in 2010. Currently being used as a medical office."
01-2022-40710-007,Washington,Office Condo,"1185 Imperial Drive, Unit 6",Hagerstown,MD,17,66665,50/02/01752,Four Alphas LLC,ABBC LLC,Light Business Park Condominium,6/6/2023,7259/ 124,Leased Fee,Arms-Length,Unknown,"$675,000.00 ",$209.17 ,0.00%,Unknown,Unknown,"3,227","3,227",2020,Onsite parking available,POM,All Available,,,,,"Subject is an office condominium unit with approximately 3,227 square feet of demised condominium area.  The unit is in good condition"
01-2007-40000-001,Carroll,Professional Office,54 W Baltimore Street,Taneytown,MD,1,17888,300/ 2235,LT 77,Seemont,LOR Logistics LLC,8/21/2023,11097/55,Leased Fee,Arms-Length,Unknown,"$225,000.00 ",$82.48 ,0.00%,Unknown,Unknown,"17,895","2,728",1905,Onsite parking available,"R-7,500",All Available,,,,,Former antique shop with open space work areas and storage areas.  Below average condition at time of sale.
01-2007-40000-002,Carroll,Professional Office,448 E Baltimore Street,Taneytown,MD,1,37714,302/ 10/ 2016,LT 1,Lefaivre,PIGA B LLC,6/8/2022,10797/ 1,Fee Simple,Arms-Length,Unknown,"$150,000.00 ",$120.19 ,0.00%,Unknown,Unknown,"10,001","1,248",1924,Onsite parking available,RGB,All available,,,,,Originally a residential dwelling which was converted to office area.  Currently occupied by a construction company.  Property was in average condition at the time of sale.
01-2007-40000-003,Carroll,Professional Office,239 E Baltimore Street,Taneytown,MD,1,14064,300/ 23/ 2083,LT 12,Finker,NRT Enterprise LLC,8/4/2022,10846/ 427,Leased Fee,Arms-Length,Unknown,"$271,500.00 ",$44.79 ,0.00%,Unknown,Unknown,"9,400","6,062",1913,Onsite parking available,DB,All available,,,,,One story office building builit in 1913.  Five parking spaces available on site.  Property was in average condition at the time of sale.
01-2007-VAC-009,Carroll,Vacant Land,Locust Street,Taneytown,MD,6,60153,401/ 10/ 3695,LT 2,Eppley,Kane,10/20/2023,11134/ 179,Fee Simple,Arms-Length,33,"$30,000.00 ",$3.38 ,,,,,,,,R,All available,,,,,Residential lot for development of one single family residence.  Water and sewer available.
01-2007-VAC-010,Carroll,Vacant Land,Courier Drive,Taneytown,MD,1,24590,302/ 21/ 1634,LT 12A,Zepp,Asi,9/24/2021,10611/ 324,Fee Simple,Arms-Length,35,"$27,000.00 ",$4.89 ,,,,,,,,R,All available,,,,,Residential lot for development of one single family residence.  Water and sewer available.
01-2007-VAC-011,Carroll,Vacant Land,Courier Drive,Taneytown,MD,1,25880,302/ 21/ 1633,LT 12B,Zepp,Asi,9/24/2021,10611/ 324,Fee Simple,Arms-Length,35,"$27,000.00 ",$4.90 ,,,,,,,,R,All available,,,,,Residential lot for development of one single family residence.  Water and sewer available.
01-2011-01000-013,Frederick,Apartment,401 South Market Street,Frederick ,MD,2,39915,77B/16/140A,Frederick City,Frederick JYC Prop LLC,401 South Market Street Realty,6/15/2022,15984/137,Leased Fee,Arms-Length,1,"$760,007.00 ",$216.76 ,0.00%,Not disclosed,Not disclosed,"3,975","3,503",1865,None,DB,All available,4,17,"$190,001.00 ","$44,706.29 ",Property includes one 1-bedroom/1-bathroom unit and three 2 bedroom/1 bath units.  
01-2011-01000-014,Frederick,Apartment,209 Dill Avenue,Frederick,MD,2,117355,67H/16/207,Frederick City,George Tramper,Tracy Christop,8/11/2022,16080/85,Leased Fee,Arms-Length,2,"$400,000.00 ",$199.40 ,0.00%,"$29,468.00 ",7.37%,"3,090","2,006",1900,"Yes, two spaces",DR,All available,3,9,"$133,333.33 ","$44,444.44 ",Property includes three 1-bedroom/1-bathroom units.
01-2011-VAC-074,Frederick,Vacant Land,Ijamsville Road,Frederick,MD,9,279008,87/12/98,West Side of Ijamsville Road,Ridgley G. Hill,Ijamsville Land LLC,1/2/2024,16719/392,Fee Simple,Arms-Length,,"$1,000,000.00 ",,,,,"1,652,231",,,,AG,Private,,,,,Land purchased by developer who had preliminary approval for subdivision at the time of sale.  Plan includes subdivision into four residential lots.
01-2022-VAC-007,Washington,Vacant Land,19513 Innovation Drive,Hagerstown,MD,10,67380,50/ 14/ 1766,Lot 3 ,Meritus Medical Center Inc,Washington County Commissioners,11/22/2023,7359/ 309,Fee Simple,Arms-Length,Unknown,"$2,700,000.00 ",,,,,"1,220,856,120",,,,ORI,All available,,,,,"Vacant land sold with approvals for the construction of medical student housing.  When completes, the seven building housing buildings will consist of 360,000 square feet.  Construction should be complete in 2025."
01-2022-VAC-008,Washington,Vacant Land,13610 Pennsylvania Avenue,Hagerstown,MD,27,11136,24/ 17/ 916,Lots 1 & 2,Hagerstown Pennsylvia LLC,Hagerstown Investments LLC,2/8/2022,6921/ 327,Fee Simple,Arms-Length,Unknown,"$1,900,000.00 ",,,,,"150,282",,,,BG,All available,,,,,Purchased without site plan approval.  
01-2022-VAC-009,Washington,Vacant Land,250 Eastern Blvd,Hagerstown,MD,22,65639,50/ 1/ 1401,Lot 4 & 4A,---,Stormwater Parcel LLC,Active,---,---,---,Unknown,"$585,000.00 ",,,,,"47,480",,,,CG,All available,,,,,Commercial building lot listed for sale on 11/8/2023.  Access to public water and sewer.
01-2022-VAC-010,Washington,Vacant Land,401 Dual Highway,Hagerstown,MD,17,65065,306/ 23/ 798,Lot 4,Gerber Real Estate  Inc,Paradise Hospitality Group LLC,9/14/2023,7319/ 347,Fee Simple,Arms-Length,Unknown,"$925,000.00 ",,,,,"117,786",,,,CG,All available,,,,,Commercial building lot with approved engineering plans at time of sale.
01-2011-30600-036,Frederick,Mixed,19 E Potomac Street,Brunswick,MD,25,467655,101A/ 3/ 944,Lot 1,Brunswick Property Partners LLC,432 Summit Avenue LLC,8/22/2022,16096/ 325,Leased Fee,Arms-Length,25,"$265,000.00 ",$121.78 ,,,,"1,440",,1910,,B-2,All available,,,,,Mixed-use building with commercial space on first floor and two bedroom apartment on second floor.  Apartment was recently remodeled and building was in very good condition at time of sale.
01-2011-VAC-075,Frederick,Vacant Land,Creamery Court,Emmitsburg,MD,5,605165,9D/2/16,Lot 4/Emmitsburg Industrial Park II,FS Creamery LLC,Zhou Jianzheng,9/21/2023,16608/467,Fee Simple,Arms-Length,Unknown,"$754,000.00 ",,,,,"256,133",,,,IP,All available,,,,,Vacant industrial lot is located along the west side of Creamery Court and east side of U.S. Route 15 (no access).  All utilities are available to the site.  No approvals noted prior to sale.
01-2011-VAC-076,Frederick,Vacant Land,10160 Stickleback Street,Ijamsville,MD,9,604510,79/20/34,Lot 2/Linganore Town Center,Dryden Investments LLC,McDonald's USA LLC,7/11/2023,16512/374,Fee Simple,Arms-Length,365+,"$1,323,000.00 ",,,,,"45,981",,,,PUD,All available,,,,,"Property received Site Plan Approval (PP263961/S-829T) on August 11, 2021 for the construction of a Fast Food Restaurant (McDonald's) with 4,128 SF of gross building area.  Site also includes drive through lanes and 29 vehicle parking spaces.  Frontage on both Old National Pike (MD 144) and Stickleback Street."
01-2011-VAC-077,Frederick,Vacant Land,9820 Old National Pike,Ijamsville,MD,9,605954,78/18/14,Lot 5/Oakdale Crossing,Oakdale Crossing LLC,Frederick Health Hospital Inc.,11/29/2023,16684/384,Fee Simple,Arms-Length,365+,"$1,300,000.00 ",,,,,"105,301",,,,MXD,All available,,,,,"Frederick Health received conditional approval for the construction of a medical office building with 20,272 square feet of gross building area.  Site plan also includes 100 parking spaces and access via Oakcross Lane.  Contract price was agreed to prior to any approvals.  "
01-2011-VAC-078,Frederick,Vacant Land,Shookstown Road,Frederick,MD,2,237659,67D/22/1843,Lot 2/Section 1/The Woods,Crawley Investment LLC,"Woods at Frederick, LLC",12/19/2022,16266/294,Fee Simple,Arms-Length,Unknown,"$418,000.00 ",,,,,"60,213",,,,R8,All available,,,,,"Property received site plan approval for 11 residential townhome condominium units, associated parking, and storm water management in August 2022.  Property was wooded (raw) at the time of sale.  "
01-2012-VAC-001,Garrett,Vacant Land,Sawmill Hollow Drive,Swanton,MD,18,91368,59/21/602,Lot 9/North Shore East Subdivision,1000 Acres LLC,Jared and Melody Kelly,12/2/2021,2376/91,Fee Simple,Arms-Length,49,"$1,150,000.00 ",,,,,"180,699",,,,LR-1,Well/Public sewer,,,,,Lot includes 204 linear feet of frontage along Deep Creek Lake.  Part of North Shore East subdivision.
01-2012-VAC-002,Garrett,Vacant Land,Beckman Peninsula Road,Swanton,MD,18,8270,58/24/722,North Glade,Thomas D. Kight,Potomac Investment Trust,5/24/2023,2491/237,Fee Simple,Arms-Length,1,"$1,350,000.00 ",,,,,"37,073",,,,LR-1,Well/Public sewer,,,,,Lot includes 201.57 linear feet of frontgage along Deep Creek Lake.
01-2011-VAC-079,Frederick,Vacant Land,200 N Church Street,Thurmont,MD,15,330325,19E/ 17/ 2025,,JBB2 LLC,Wondering Pic LLC,8/3/2023,165/211,Fee Simple,Arms-Length,,"$340,000.00 ",,,,,"42,862",,,,GB,All Available,,,,,"At the time of sale, the property was vacant with significant site improvements.  These include stormwater management and an asphalt parking lot with approximately 15,250 square feet of area for 36 vehicles.  These improvements were installed in 2005.  In addition, the pervious owner had preliminary approval for a 17,820 square foot two story mixed-use building."
01-2011-VAC-080,Frederick,Vacant Land,605 South Main Street,Woodsboro,MD,11,278329,42D/13/955,Lot .75 acres/West Side of Main Street/Woodsboro,"Catalpa Properties, LLC",Town of Woodsboro,6/7/2022,15966/1,Fee Simple,Arms-Length,Uknown,"$270,000.00 ",,,,,"32,234",,,,NMX,All Available,,,,,Town of Woodsboro plan to use site for new Town Hall.  Site was purchased with single-unit residence which was demolished by the Town.  
01-2011-40000-020,Frederick,Professional Office,331 Jefferson Street,Frederick,MD,2,110822,77A/ 17/ 751H,331 S. Jeff. St.,Katz Saylor Revocable Trust,Kelevra LLC,1/26/2024,16744/ 68,Leased Fee,Arms-Length,Unknown,"$445,000.00 ",$261.92 ,,,,"11,250",,1937,10 Vehicle Spaces,PB,All Available,,,,,"The property is improved with a two story office building that, based on building measurements completed by me, has approximately 1,699 square feet of gross building area.  The building was originally constructed in 1937 based on information in Frederick County's land records.   The first floor, which has approximately 954 square feet of gross building area, has three professional offices, a conference room, entrance foyer, restroom, and pantry.  The second floor, which has approximately 745 square feet of gross building area, has three professional offices.  The building rests on a concrete block foundation and has an un-finished basement that is used for storage.  "
01-2011-VAC-081,Frederick,Vacant Land,12 Main Street,Myersville,MD,16,356433,46A/20/515,27.13 Acres/West side of Main Street,"W. L. Waters, Inc.",Rowland LLC,2/23/2024,16772/311,Fee Simple,Arms-Length,904,"$1,000,000.00 ",,,,,"1,181,996",,,,VC,All Available,,,,,"Property sold with site plan approval for the construction of a 12,700 square feet Dollar General ""Market.""  This portion of the site will be used for the new facility while the remaining will be developed at a future date."
01-2011-50000-030,Frederick,Warehouse,605 East Church Street,Frederick,MD,2,217376,67I/7/1359A,4.79 Industrial Acre/East Church Extended,FPC East Church LLC,"J&J Real Estate MD, LLC",9/8/2021,15263/344,Leased Fee,Arms-Length,220,"$4,750,000.00 ",$93.44 ,N/A,N/A,N/A,"208,652","50,837",1,,M1,All Available,,,,,"Property purchased by Heartland Foods -- a fresh food distributor.  The building included two office areas -- one at the front of the building and the other in the rear, which was addded in 1974. Concurrent with the sale, the purchaser leased 28,000 SF of warehouse/storage area to Krietz Automotive for $7/SF/NNN. "
01-2011-30600-037,Frederick,Mixed,14 East Patrick Street,Frederick,MD,2,026112/137410,77B/4/87B&88B,Lot 31 X 111 14 East Patrick Street Frederick,Park Alley LLC,Jeremy J Boor,,,,,,"$1,000,000.00 ",,,,,"6,851",,1880,6 Vehicle Spaces,DB,All Available,,,,,
01-2011-VAC-082,Frederick,Vacant Land,114 N Second Street,Woodsboro,MD,11,290922,42A/20/846,"Lot 6 2,475 SQ. FT. Nicole Rae Sub",North Star Foundations Inc,D R Acquisitions LLC,1/1/2023,1/29/1945,8/31/1900,Arms-Length,330,"$140,000.00 ",,,,,"8,355",,,,CBD,Public,,,,,Lot remains vacant.
01-2011-VAC-083,Frederick,Vacant Land,503 South Main Street,Woodsboro,MD,11,284094,42D/13/936,Lot 63 X 247 ½ W/S Main St. Woodsboro,Town of Woodsboro,"Kimmel Daniel L Sr., Miller Gerald Lee Jr.",8/3/2022,16066/410,Fee Simple,Arms-Length,15,"$148,000.00 ",,,,,"15,561",,,,R-1,Public,,,,,Only possibility for two homes with town approval.
01-2011-30000-008,Frederick,Retail,2070 Yellow Springs Rd,Frederick,MD,2,184354,67A/15/297,Lot 4 SEC. 1 Plat 10.817 Acres Old Farm Comm. Area,2077 Yellow Springs LLC,1033 W Mercury Blvd LLC,6/22/2023,16491/44,---,Arms-Length,Unknown,"$1,820,000.00 ",$422.92 ,,,,"2,199",,1994,9 Vehicle Spaces,GC,Public,,,,,Building was formerly a bank and now operates as a Starbucks.
01-2011-40710-017,Frederick,Office Condo,129 W Patrick Street Unit: D-7,Frederick,MD,2,142201,67H/22/163,Unit D-7 129-1 West Patrick St West Patrick Square,Schwartzman Jay Michael Trustee,Lolac Properties LLC,2/1/2024,16749/434,Fee Simple,Arms-Length,Unknown,"$280,000.00 ",$218.58 ,,,,"1,200",,1985,15 Vehicle Spaces,DB,Public,,,,,Office condominium that currently operates as a real estate office.
01-2011-40710-018,Frederick,Office Condo,"5 Hillcrest Drive, Unit B103",Frederick,MD,2,156075,66I/24/119,Unit B103-933 SQ FT Executive Park West Office Condo.,Rosario Vincent,Baidoo Kadeja Q,6/6/2023,16465/456,Condo,Arms-Length,158,"$220,000.00 ",$235.80 ,,,,"3,200",,1988,10 Vehicle Spaces,GC,Public,,,,,Office condominium on second floor of building. Building has elevator and is located in the Professional Center of Ballenger Creek.
01-2011-40710-019,Frederick,Office Condo,610 Solarex Ct #205,Frederick,MD,2,228025,77D/4/1121,"Unit 205 Building 1 1,512 SQ. FT. Centerpark Condominium",WY Holdings LLC,Nightingale Home Health Inc,2/28/2023,16367/43,Condo,Arms-Length,133,"$279,000.00 ",$184.52 ,,,,"1,512",,1999,,M1,Public,,,,,Office condominium located off Balenger Creek Road. Suitable for medical and other professions.
01-2011-40710-020,Frederick,Office Condo,6550 Mercantile Drive 0-0000 Unit: 206,Frederick,MD,23,458187,77D/14/4,"Suite 206 1,074 SQ FT Hanover",6550 Mercantile Drive East LLC,Kamel Mohamed Kadry Bassant,2/15/2022,15733/392,Fee Simple,Arms-Length,89,"$270,000.00 ",$251.40 ,,,,"1,074",,2006,80 Vehicle Spaces,,,,,,,
01-2001-30000-001,Allegany,Retail,12311 Naves Cross Road NE,Cumberland,MD,34,8795,77B/4/82B,1.197A 12311 Naves Cross Road,PBRI-Naves Crossroads LLC,SAB Investments,5/15/2015,2134/16,Fee Simple,Arms-Length,,"$2,000,000.00 ",$218.10 ,,,,"52,141","9,170",2015,23 Vehicle Spaces,GU,Public,,,,,Site is improved with a retail building that currently operates as a Dollar General.
01-2001-30000-002,Allegany,Retail,11508 Bedford Road North East,Cumberland,MD,34,10943,15/18/169,1.04A 11508 Bedford Road BET OLD & NEW RD,Bauer J Douglas,Jai Maharaj LLC,9/11/2023,2907/5,Fee Simple,Arms-Length,188,"$1,450,000.00 ",$235.77 ,,,,"45,302","6,150",1973,40 Vehicle Spaces,B-2,Public,,,,,Site is improved with a retail building that currently operates as a liquor store.
01-2001-30000-003,Allegany,Retail,21605 Flintstone Drive North East,Flintstone,MD,3,104922,7/21/328,1.85 AC N/S Flintstone Drive Flintstone,Rowland Holdings LLC,Schaeffer Industrial LLC,4/7/2023,2869/139,Fee Simple,Arms-Length,284,"$1,689,656.00 ",$158.80 ,,,0.05,"87,120","10,640",2023,35 Vehicle Spaces,B-H,Public,,,,,Site is improved with a retail building that currently operates as a Dollar General.
01-2001-17000-001,Allegany,Retail,19-25 Industrial Boulevard East,Cumberland,MD,4,36212,111/13/7467,19 East Industrial Boulevard Lots 40-41-51- 13 PT52 175X100 Laings 2nd Addition,Lawrence Avenue Development LLC,Frall Developers Inc,10/5/2022,2821/7,Fee Simple,Arms-Length,Unknown,"$951,724.00 ",$165.03 ,,,0.06,"35,284","5,767",1996,20 Vehicle spaces,GU,Public,,,,,Site is improved with an auto service building that currently operates as an Advance Auto Parts
01-2007-40000-004,Carroll,Professional Office,216 Washington Heights Medical Center,Westminster,MD,7,73437,111/22/617,"Lots 18, 19-10890 SF 216 Washington Heights 16-97 Washington Heights Medical Center AMND",Choon Kim Family LLC,Penn Mar Organization Inc,6/7/2024,11257/115,Fee Simple,Arms-Length,Unknown,"$850,000.00 ",$121.43 ,,,,"10,890","7,058",1977,100 Vehicle Spaces,B,Public,,,,,"Site is improved with a 7,000 square foot medical office building that is part of the Washington Heights Medical Center condominium regime."
